,0
2015-01-01,37.82
2015-01-02,41.64
2015-01-03,38.02
2015-01-04,53.29
2015-01-05,39.35
2015-01-06,21.2
2015-01-07,22.9
2015-01-08,20.45
2015-01-09,31.62
2015-01-10,22.65
2015-01-11,35.92
2015-01-12,36.36
2015-01-13,28.9
2015-01-14,29.99
2015-01-15,33.58
2015-01-16,40.93
2015-01-17,28.51
2015-01-18,39.08
2015-01-19,40.4
2015-01-20,38.77
2015-01-21,33.23
2015-01-22,38.13
2015-01-23,38.38
2015-01-24,36.93
2015-01-25,41.35
2015-01-26,25.53
2015-01-27,27.42
2015-01-28,32.56
2015-01-29,31.17
2015-01-30,36.57
2015-01-31,25.37
2015-02-01,35.74
2015-02-02,30.98
2015-02-03,24.87
2015-02-04,38.14
2015-02-05,33.01
2015-02-06,26.33
2015-02-07,35.05
2015-02-08,36.44
2015-02-09,25.98
2015-02-10,37.86
2015-02-11,32.25
2015-02-12,37.68
2015-02-13,20.32
2015-02-14,29.64
2015-02-15,18.62
2015-02-16,19.79
2015-02-17,26.76
2015-02-18,30.12
2015-02-19,21.1
2015-02-20,18.57
2015-02-21,26.94
2015-02-22,42.03
2015-02-23,26.33
2015-02-24,21.15
2015-02-25,36.65
2015-02-26,25.89
2015-02-27,28.88
2015-02-28,28.88
2015-03-01,28.66
2015-03-02,37.65
2015-03-03,30.27
2015-03-04,44.9
2015-03-05,32.03
2015-03-06,27.06
2015-03-07,36.94
2015-03-08,47.24
2015-03-09,53.17
2015-03-10,51.68
2015-03-11,58.32
2015-03-12,45.98
2015-03-13,41.77
2015-03-14,47.46
2015-03-15,42.52
2015-03-16,50.01
2015-03-17,54.48
2015-03-18,37.16
2015-03-19,41.28
2015-03-20,35.49
2015-03-21,45.15
2015-03-22,39.92
2015-03-23,37.07
2015-03-24,42.79
2015-03-25,47.1
2015-03-26,54.18
2015-03-27,45.23
2015-03-28,38.25
2015-03-29,44.98
2015-03-30,51.67
2015-03-31,45.34
2015-04-01,50.43
2015-04-02,64.48
2015-04-03,62.14
2015-04-04,51.79
2015-04-05,59.71
2015-04-06,62.45
2015-04-07,53.26
2015-04-08,43.57
2015-04-09,42.08
2015-04-10,54.78
2015-04-11,55.92
2015-04-12,65.22
2015-04-13,68.24
2015-04-14,64.48
2015-04-15,69.69
2015-04-16,61.34
2015-04-17,70.41
2015-04-18,78.8
2015-04-19,59.13
2015-04-20,55.79
2015-04-21,65.36
2015-04-22,67.77
2015-04-23,48.48
2015-04-24,49.25
2015-04-25,58.84
2015-04-26,59.51
2015-04-27,59.26
2015-04-28,68.93
2015-04-29,75.07
2015-04-30,62.1
2015-05-01,59.34
2015-05-02,69.79
2015-05-03,76.33
2015-05-04,83.04
2015-05-05,81.68
2015-05-06,67.65
2015-05-07,77.71
2015-05-08,81.16
2015-05-09,66.36
2015-05-10,82.0
2015-05-11,81.89
2015-05-12,84.11
2015-05-13,66.72
2015-05-14,70.89
2015-05-15,72.87
2015-05-16,73.59
2015-05-17,82.06
2015-05-18,64.27
2015-05-19,78.98
2015-05-20,60.57
2015-05-21,60.65
2015-05-22,72.36
2015-05-23,68.42
2015-05-24,78.74
2015-05-25,84.4
2015-05-26,86.38
2015-05-27,81.9
2015-05-28,83.27
2015-05-29,81.27
2015-05-30,82.9
2015-05-31,82.38
2015-06-01,56.11
2015-06-02,54.25
2015-06-03,68.38
2015-06-04,64.4
2015-06-05,67.75
2015-06-06,75.01
2015-06-07,72.97
2015-06-08,78.6
2015-06-09,81.41
2015-06-10,80.85
2015-06-11,89.57
2015-06-12,86.67
2015-06-13,83.75
2015-06-14,85.52
2015-06-15,78.92
2015-06-16,75.59
2015-06-17,77.84
2015-06-18,68.8
2015-06-19,84.31
2015-06-20,67.82
2015-06-21,87.7
2015-06-22,87.18
2015-06-23,88.38
2015-06-24,82.42
2015-06-25,81.92
2015-06-26,78.46
2015-06-27,69.09
2015-06-28,71.48
2015-06-29,76.54
2015-06-30,80.91
2015-07-01,82.19
2015-07-02,78.93
2015-07-03,80.43
2015-07-04,74.73
2015-07-05,82.89
2015-07-06,81.62
2015-07-07,85.8
2015-07-08,86.42
2015-07-09,76.21
2015-07-10,82.88
2015-07-11,85.31
2015-07-12,86.92
2015-07-13,84.58
2015-07-14,78.17
2015-07-15,79.66
2015-07-16,78.45
2015-07-17,79.17
2015-07-18,84.45
2015-07-19,92.82
2015-07-20,92.08
2015-07-21,87.37
2015-07-22,82.11
2015-07-23,81.98
