,0
2011-01-01,49.79
2011-01-02,49.02
2011-01-03,35.56
2011-01-04,39.37
2011-01-05,38.26
2011-01-06,32.48
2011-01-07,32.68
2011-01-08,29.75
2011-01-09,31.62
2011-01-10,34.01
2011-01-11,29.82
2011-01-12,31.16
2011-01-13,29.49
2011-01-14,29.53
2011-01-15,35.65
2011-01-16,34.09
2011-01-17,25.86
2011-01-18,37.89
2011-01-19,40.49
2011-01-20,32.08
2011-01-21,30.8
2011-01-22,23.91
2011-01-23,24.35
2011-01-24,19.69
2011-01-25,35.43
2011-01-26,31.48
2011-01-27,35.42
2011-01-28,34.2
2011-01-29,35.27
2011-01-30,37.65
2011-01-31,30.69
2011-02-01,28.1
2011-02-02,36.05
2011-02-03,32.68
2011-02-04,33.6
2011-02-05,35.05
2011-02-06,44.1
2011-02-07,43.56
2011-02-08,38.38
2011-02-09,29.63
2011-02-10,27.53
2011-02-11,36.74
2011-02-12,38.82
2011-02-13,44.3
2011-02-14,57.26
2011-02-15,34.56
2011-02-16,45.88
2011-02-17,60.91
2011-02-18,66.18
2011-02-19,42.27
2011-02-20,39.49
2011-02-21,31.0
2011-02-22,34.81
2011-02-23,40.74
2011-02-24,42.27
2011-02-25,49.25
2011-02-26,42.25
2011-02-27,49.35
2011-02-28,57.35
2011-03-01,44.05
2011-03-02,52.24
2011-03-03,32.41
2011-03-04,39.89
2011-03-05,58.69
2011-03-06,53.51
2011-03-07,44.82
2011-03-08,45.98
2011-03-09,41.66
2011-03-10,47.74
2011-03-11,53.3
2011-03-12,54.39
2011-03-13,48.84
2011-03-14,44.1
2011-03-15,45.28
2011-03-16,55.85
2011-03-17,63.78
2011-03-18,75.67
2011-03-19,49.44
2011-03-20,48.19
2011-03-21,42.94
2011-03-22,48.78
2011-03-23,35.24
2011-03-24,42.68
2011-03-25,41.01
2011-03-26,38.81
2011-03-27,43.2
2011-03-28,44.99
2011-03-29,48.21
2011-03-30,51.98
2011-03-31,41.56
2011-04-01,42.97
2011-04-02,54.01
2011-04-03,57.27
2011-04-04,60.89
2011-04-05,61.02
2011-04-06,54.8
2011-04-07,49.41
2011-04-08,48.07
2011-04-09,57.06
2011-04-10,55.44
2011-04-11,79.63
2011-04-12,61.24
2011-04-13,49.33
2011-04-14,68.24
2011-04-15,52.56
2011-04-16,49.8
2011-04-17,59.13
2011-04-18,62.03
2011-04-19,50.87
2011-04-20,64.89
2011-04-21,58.3
2011-04-22,49.06
2011-04-23,57.87
2011-04-24,77.68
2011-04-25,71.63
2011-04-26,80.35
2011-04-27,73.75
2011-04-28,70.36
2011-04-29,68.11
2011-04-30,66.16
2011-05-01,66.3
2011-05-02,61.35
2011-05-03,72.34
2011-05-04,60.68
2011-05-05,63.9
2011-05-06,69.24
2011-05-07,69.4
2011-05-08,70.37
2011-05-09,70.28
2011-05-10,72.46
2011-05-11,69.4
2011-05-12,71.87
2011-05-13,65.33
2011-05-14,62.48
2011-05-15,67.33
2011-05-16,60.21
2011-05-17,60.63
2011-05-18,68.81
2011-05-19,71.92
2011-05-20,63.51
2011-05-21,74.95
2011-05-22,57.32
2011-05-23,64.44
2011-05-24,81.3
2011-05-25,81.71
2011-05-26,78.38
2011-05-27,83.14
2011-05-28,82.76
2011-05-29,82.63
2011-05-30,87.23
2011-05-31,86.01
2011-06-01,89.69
2011-06-02,76.29
2011-06-03,75.74
2011-06-04,73.58
2011-06-05,67.64
2011-06-06,80.35
2011-06-07,87.46
2011-06-08,94.11
2011-06-09,95.54
2011-06-10,84.76
2011-06-11,65.81
2011-06-12,71.71
2011-06-13,71.43
2011-06-14,66.22
2011-06-15,81.8
2011-06-16,82.17
2011-06-17,76.08
2011-06-18,82.35
2011-06-19,81.22
2011-06-20,79.73
2011-06-21,81.07
2011-06-22,77.74
2011-06-23,71.48
2011-06-24,68.99
2011-06-25,79.05
2011-06-26,78.29
2011-06-27,81.87
2011-06-28,82.07
2011-06-29,80.59
2011-06-30,80.67
2011-07-01,81.43
2011-07-02,84.63
2011-07-03,74.33
2011-07-04,86.04
2011-07-05,87.71
2011-07-06,88.53
2011-07-07,89.68
2011-07-08,83.56
2011-07-09,86.55
2011-07-10,84.99
2011-07-11,90.45
2011-07-12,92.32
2011-07-13,84.63
2011-07-14,81.05
2011-07-15,84.45
2011-07-16,87.67
2011-07-17,88.93
2011-07-18,92.01
2011-07-19,89.72
2011-07-20,87.57
2011-07-21,96.48
2011-07-22,101.43
2011-07-23,95.99
2011-07-24,87.41
2011-07-25,77.93
2011-07-26,88.7
2011-07-27,82.84
2011-07-28,85.52
2011-07-29,84.1
2011-07-30,89.93
2011-07-31,88.8
2011-08-01,89.99
2011-08-02,88.53
2011-08-03,84.1
2011-08-04,80.51
2011-08-05,82.88
2011-08-06,82.18
2011-08-07,88.24
2011-08-08,88.44
2011-08-09,81.67
2011-08-10,83.87
2011-08-11,80.32
2011-08-12,82.24
2011-08-13,84.06
2011-08-14,69.78
2011-08-15,75.83
2011-08-16,76.71
2011-08-17,84.36
2011-08-18,82.38
2011-08-19,82.82
2011-08-20,84.14
2011-08-21,82.82
2011-08-22,77.05
2011-08-23,77.83
2011-08-24,79.53
2011-08-25,76.86
2011-08-26,82.66
2011-08-27,76.1
2011-08-28,73.73
2011-08-29,76.56
2011-08-30,80.17
2011-08-31,82.55
2011-09-01,81.08
2011-09-02,76.55
2011-09-03,82.09
2011-09-04,84.06
2011-09-05,80.5
2011-09-06,62.92
2011-09-07,67.74
2011-09-08,77.17
2011-09-09,83.59
2011-09-10,78.99
2011-09-11,70.48
2011-09-12,80.34
2011-09-13,82.44
2011-09-14,83.96
2011-09-15,74.17
2011-09-16,65.65
2011-09-17,62.85
